Subject	Pair	Vowel	V	Length	Trial	Response	PrelimTotalF	SPETotalF	PrelimFrisch	SPEFrisch	LuceD
SG77E	"bathe,jade"	ei	e	long	8	3	2	4	0.455	0.629	0.851453583
SK19G	"bathe,jade"	ei	e	long	24	3	2	4	0.455	0.629	0.851453583
SK66K	"bathe,jade"	ei	e	long	37	4	2	4	0.455	0.629	0.851453583
SQ87Z	"bathe,jade"	ei	e	long	29	1	2	4	0.455	0.629	0.851453583
ST99W	"bathe,jade"	ei	e	long	6	1	2	4	0.455	0.629	0.851453583
TE72Y	"bathe,jade"	ei	e	long	14	4	2	4	0.455	0.629	0.851453583
TG10Q	"bathe,jade"	ei	e	long	48	3	2	4	0.455	0.629	0.851453583
TK67C	"bathe,jade"	ei	e	long	11	4	2	4	0.455	0.629	0.851453583
XC35E	"bathe,jade"	ei	e	long	67	5	2	4	0.455	0.629	0.851453583
XG23P	"bathe,jade"	ei	e	long	38	7	2	4	0.455	0.629	0.851453583
XL12Q	"bathe,jade"	ei	e	long	58	5	2	4	0.455	0.629	0.851453583
XQ79R	"bathe,jade"	ei	e	long	42	1	2	4	0.455	0.629	0.851453583
XS38P	"bathe,jade"	ei	e	long	96	1	2	4	0.455	0.629	0.851453583
XS96W	"bathe,jade"	ei	e	long	23	3	2	4	0.455	0.629	0.851453583
YD48I	"bathe,jade"	ei	e	long	88	4	2	4	0.455	0.629	0.851453583
YK76J	"bathe,jade"	ei	e	long	62	4	2	4	0.455	0.629	0.851453583
YN47M	"bathe,jade"	ei	e	long	49	5	2	4	0.455	0.629	0.851453583
YU22I	"bathe,jade"	ei	e	long	16	6	2	4	0.455	0.629	0.851453583
ZZ5V	"bathe,jade"	ei	e	long	92	6	2	4	0.455	0.629	0.851453583
AM25Y	"bathe,fame"	ei	e	long	69	1	5	5	0.188	0.203	4.685915924
AR82M	"bathe,fame"	ei	e	long	91	2	5	5	0.188	0.203	4.685915924
AY9B	"bathe,fame"	ei	e	long	32	5	5	5	0.188	0.203	4.685915924
BA89W	"bathe,fame"	ei	e	long	71	5	5	5	0.188	0.203	4.685915924
BS90M	"bathe,fame"	ei	e	long	6	1	5	5	0.188	0.203	4.685915924
BU78I	"bathe,fame"	ei	e	long	22	2	5	5	0.188	0.203	4.685915924
BW95G	"bathe,fame"	ei	e	long	60	2	5	5	0.188	0.203	4.685915924
CK44O	"bathe,fame"	ei	e	long	48	2	5	5	0.188	0.203	4.685915924
CM34Z	"bathe,fame"	ei	e	long	14	4	5	5	0.188	0.203	4.685915924
DF61Q	"bathe,fame"	ei	e	long	82	3	5	5	0.188	0.203	4.685915924
DR17G	"bathe,fame"	ei	e	long	32	1	5	5	0.188	0.203	4.685915924
EK1N	"bathe,fame"	ei	e	long	29	2	5	5	0.188	0.203	4.685915924
ES29S	"bathe,fame"	ei	e	long	81	4	5	5	0.188	0.203	4.685915924
FJ83B	"bathe,fame"	ei	e	long	43	6	5	5	0.188	0.203	4.685915924
FU75W	"bathe,fame"	ei	e	long	91	2	5	5	0.188	0.203	4.685915924
FV16X	"bathe,fame"	ei	e	long	82	1	5	5	0.188	0.203	4.685915924
IF59C	"bathe,fame"	ei	e	long	24	2	5	5	0.188	0.203	4.685915924
JD94A	"bathe,fame"	ei	e	long	55	2	5	5	0.188	0.203	4.685915924
JE33O	"bathe,fame"	ei	e	long	14	1	5	5	0.188	0.203	4.685915924
JV42B	"bathe,fame"	ei	e	long	24	3	5	5	0.188	0.203	4.685915924
JY36H	"bathe,fame"	ei	e	long	89	1	5	5	0.188	0.203	4.685915924
KB4F	"bathe,fame"	ei	e	long	90	4	5	5	0.188	0.203	4.685915924
KI71L	"bathe,fame"	ei	e	long	71	1	5	5	0.188	0.203	4.685915924
KK92R	"bathe,fame"	ei	e	long	26	7	5	5	0.188	0.203	4.685915924
KQ37E	"bathe,fame"	ei	e	long	87	1	5	5	0.188	0.203	4.685915924
KQ52J	"bathe,fame"	ei	e	long	41	1	5	5	0.188	0.203	4.685915924
KR28H	"bathe,fame"	ei	e	long	93	5	5	5	0.188	0.203	4.685915924
KS15D	"bathe,fame"	ei	e	long	49	1	5	5	0.188	0.203	4.685915924
LC70W	"bathe,fame"	ei	e	long	51	3	5	5	0.188	0.203	4.685915924
LQ40Z	"bathe,fame"	ei	e	long	85	4	5	5	0.188	0.203	4.685915924
LT30W	"bathe,fame"	ei	e	long	90	1	5	5	0.188	0.203	4.685915924
LY2O	"bathe,fame"	ei	e	long	27	2	5	5	0.188	0.203	4.685915924
LY53Q	"bathe,fame"	ei	e	long	28	4	5	5	0.188	0.203	4.685915924
LZ43Z	"bathe,fame"	ei	e	long	84	1	5	5	0.188	0.203	4.685915924
MC41U	"bathe,fame"	ei	e	long	31	4	5	5	0.188	0.203	4.685915924
MO73Z	"bathe,fame"	ei	e	long	7	4	5	5	0.188	0.203	4.685915924
NX13O	"bathe,fame"	ei	e	long	26	1	5	5	0.188	0.203	4.685915924
NZ20B	"bathe,fame"	ei	e	long	91	6	5	5	0.188	0.203	4.685915924
OG60T	"bathe,fame"	ei	e	long	51	2	5	5	0.188	0.203	4.685915924
ON3K	"bathe,fame"	ei	e	long	30	1	5	5	0.188	0.203	4.685915924
ON74R	"bathe,fame"	ei	e	long	79	5	5	5	0.188	0.203	4.685915924
OQ69Y	"bathe,fame"	ei	e	long	65	3	5	5	0.188	0.203	4.685915924
OR11R	"bathe,fame"	ei	e	long	87	3	5	5	0.188	0.203	4.685915924
OS26T	"bathe,fame"	ei	e	long	6	1	5	5	0.188	0.203	4.685915924
PE14D	"bathe,fame"	ei	e	long	56	4	5	5	0.188	0.203	4.685915924
PQ27D	"bathe,fame"	ei	e	long	15	2	5	5	0.188	0.203	4.685915924
PW18G	"bathe,fame"	ei	e	long	68	2	5	5	0.188	0.203	4.685915924
PX84R	"bathe,fame"	ei	e	long	57	2	5	5	0.188	0.203	4.685915924
QR21P	"bathe,fame"	ei	e	long	27	6	5	5	0.188	0.203	4.685915924
QW31L	"bathe,fame"	ei	e	long	67	3	5	5	0.188	0.203	4.685915924
RB39H	"bathe,fame"	ei	e	long	87	2	5	5	0.188	0.203	4.685915924
RL68G	"bathe,fame"	ei	e	long	21	1	5	5	0.188	0.203	4.685915924
SG77E	"bathe,fame"	ei	e	long	37	2	5	5	0.188	0.203	4.685915924
SK19G	"bathe,fame"	ei	e	long	34	2	5	5	0.188	0.203	4.685915924
SK66K	"bathe,fame"	ei	e	long	85	3	5	5	0.188	0.203	4.685915924
SQ87Z	"bathe,fame"	ei	e	long	15	2	5	5	0.188	0.203	4.685915924
ST99W	"bathe,fame"	ei	e	long	11	1	5	5	0.188	0.203	4.685915924
TE72Y	"bathe,fame"	ei	e	long	70	3	5	5	0.188	0.203	4.685915924
TG10Q	"bathe,fame"	ei	e	long	71	2	5	5	0.188	0.203	4.685915924
TK67C	"bathe,fame"	ei	e	long	40	1	5	5	0.188	0.203	4.685915924
WT24N	"bathe,fame"	ei	e	long	8	4	5	5	0.188	0.203	4.685915924
XC35E	"bathe,fame"	ei	e	long	38	4	5	5	0.188	0.203	4.685915924
XG23P	"bathe,fame"	ei	e	long	79	1	5	5	0.188	0.203	4.685915924
XL12Q	"bathe,fame"	ei	e	long	36	5	5	5	0.188	0.203	4.685915924
XQ79R	"bathe,fame"	ei	e	long	47	1	5	5	0.188	0.203	4.685915924
XS38P	"bathe,fame"	ei	e	long	14	1	5	5	0.188	0.203	4.685915924
XS96W	"bathe,fame"	ei	e	long	18	1	5	5	0.188	0.203	4.685915924
YD48I	"bathe,fame"	ei	e	long	55	3	5	5	0.188	0.203	4.685915924
YK76J	"bathe,fame"	ei	e	long	55	5	5	5	0.188	0.203	4.685915924
YN47M	"bathe,fame"	ei	e	long	54	3	5	5	0.188	0.203	4.685915924
YU22I	"bathe,fame"	ei	e	long	34	2	5	5	0.188	0.203	4.685915924
ZZ5V	"bathe,fame"	ei	e	long	85	2	5	5	0.188	0.203	4.685915924
AM25Y	"scythe,hive"	ai	a	long	31	1	2	3	0.455	0.298	1.028039945
AR82M	"scythe,hive"	ai	a	long	40	4	2	3	0.455	0.298	1.028039945
AY9B	"scythe,hive"	ai	a	long	6	3	2	3	0.455	0.298	1.028039945
BA89W	"scythe,hive"	ai	a	long	40	5	2	3	0.455	0.298	1.028039945
BS90M	"scythe,hive"	ai	a	long	95	2	2	3	0.455	0.298	1.028039945
BU78I	"scythe,hive"	ai	a	long	71	2	2	3	0.455	0.298	1.028039945
BW95G	"scythe,hive"	ai	a	long	8	5	2	3	0.455	0.298	1.028039945
CK44O	"scythe,hive"	ai	a	long	74	6	2	3	0.455	0.298	1.028039945
CM34Z	"scythe,hive"	ai	a	long	42	5	2	3	0.455	0.298	1.028039945
DF61Q	"scythe,hive"	ai	a	long	90	2	2	3	0.455	0.298	1.028039945
DR17G	"scythe,hive"	ai	a	long	64	3	2	3	0.455	0.298	1.028039945
EK1N	"scythe,hive"	ai	a	long	47	3	2	3	0.455	0.298	1.028039945
ES29S	"scythe,hive"	ai	a	long	21	5	2	3	0.455	0.298	1.028039945
FJ83B	"scythe,hive"	ai	a	long	89	6	2	3	0.455	0.298	1.028039945
FU75W	"scythe,hive"	ai	a	long	21	3	2	3	0.455	0.298	1.028039945
FV16X	"scythe,hive"	ai	a	long	22	1	2	3	0.455	0.298	1.028039945
IF59C	"scythe,hive"	ai	a	long	42	6	2	3	0.455	0.298	1.028039945
JD94A	"scythe,hive"	ai	a	long	24	2	2	3	0.455	0.298	1.028039945
JE33O	"scythe,hive"	ai	a	long	63	3	2	3	0.455	0.298	1.028039945
JV42B	"scythe,hive"	ai	a	long	79	3	2	3	0.455	0.298	1.028039945
JY36H	"scythe,hive"	ai	a	long	15	1	2	3	0.455	0.298	1.028039945
KB4F	"scythe,hive"	ai	a	long	18	2	2	3	0.455	0.298	1.028039945
KI71L	"scythe,hive"	ai	a	long	35	5	2	3	0.455	0.298	1.028039945
KK92R	"scythe,hive"	ai	a	long	54	4	2	3	0.455	0.298	1.028039945
KQ37E	"scythe,hive"	ai	a	long	46	2	2	3	0.455	0.298	1.028039945
KQ52J	"scythe,hive"	ai	a	long	35	5	2	3	0.455	0.298	1.028039945
KR28H	"scythe,hive"	ai	a	long	75	3	2	3	0.455	0.298	1.028039945
KS15D	"scythe,hive"	ai	a	long	19	3	2	3	0.455	0.298	1.028039945
LC70W	"scythe,hive"	ai	a	long	42	6	2	3	0.455	0.298	1.028039945
LQ40Z	"scythe,hive"	ai	a	long	93	5	2	3	0.455	0.298	1.028039945
LT30W	"scythe,hive"	ai	a	long	10	5	2	3	0.455	0.298	1.028039945
LY2O	"scythe,hive"	ai	a	long	62	1	2	3	0.455	0.298	1.028039945
LY53Q	"scythe,hive"	ai	a	long	54	6	2	3	0.455	0.298	1.028039945
LZ43Z	"scythe,hive"	ai	a	long	89	2	2	3	0.455	0.298	1.028039945
MC41U	"scythe,hive"	ai	a	long	28	6	2	3	0.455	0.298	1.028039945
MO73Z	"scythe,hive"	ai	a	long	26	1	2	3	0.455	0.298	1.028039945
NX13O	"scythe,hive"	ai	a	long	75	3	2	3	0.455	0.298	1.028039945
NZ20B	"scythe,hive"	ai	a	long	71	3	2	3	0.455	0.298	1.028039945
OG60T	"scythe,hive"	ai	a	long	22	1	2	3	0.455	0.298	1.028039945
ON3K	"scythe,hive"	ai	a	long	88	2	2	3	0.455	0.298	1.028039945
ON74R	"scythe,hive"	ai	a	long	83	5	2	3	0.455	0.298	1.028039945
OQ69Y	"scythe,hive"	ai	a	long	30	4	2	3	0.455	0.298	1.028039945
OR11R	"scythe,hive"	ai	a	long	62	4	2	3	0.455	0.298	1.028039945
OS26T	"scythe,hive"	ai	a	long	58	1	2	3	0.455	0.298	1.028039945
PE14D	"scythe,hive"	ai	a	long	76	6	2	3	0.455	0.298	1.028039945
PQ27D	"scythe,hive"	ai	a	long	24	5	2	3	0.455	0.298	1.028039945
PW18G	"scythe,hive"	ai	a	long	35	3	2	3	0.455	0.298	1.028039945
QR21P	"scythe,hive"	ai	a	long	29	7	2	3	0.455	0.298	1.028039945
QW31L	"scythe,hive"	ai	a	long	43	2	2	3	0.455	0.298	1.028039945
RB39H	"scythe,hive"	ai	a	long	22	4	2	3	0.455	0.298	1.028039945
RL68G	"scythe,hive"	ai	a	long	90	1	2	3	0.455	0.298	1.028039945
SG77E	"scythe,hive"	ai	a	long	20	5	2	3	0.455	0.298	1.028039945
SK19G	"scythe,hive"	ai	a	long	13	2	2	3	0.455	0.298	1.028039945
SK66K	"scythe,hive"	ai	a	long	30	5	2	3	0.455	0.298	1.028039945
SQ87Z	"scythe,hive"	ai	a	long	46	1	2	3	0.455	0.298	1.028039945
ST99W	"scythe,hive"	ai	a	long	33	1	2	3	0.455	0.298	1.028039945
TE72Y	"scythe,hive"	ai	a	long	76	4	2	3	0.455	0.298	1.028039945
TG10Q	"scythe,hive"	ai	a	long	66	5	2	3	0.455	0.298	1.028039945
TK67C	"scythe,hive"	ai	a	long	63	3	2	3	0.455	0.298	1.028039945
XC35E	"scythe,hive"	ai	a	long	86	4	2	3	0.455	0.298	1.028039945
XG23P	"scythe,hive"	ai	a	long	87	7	2	3	0.455	0.298	1.028039945
XL12Q	"scythe,hive"	ai	a	long	52	5	2	3	0.455	0.298	1.028039945
XQ79R	"scythe,hive"	ai	a	long	63	2	2	3	0.455	0.298	1.028039945
XS38P	"scythe,hive"	ai	a	long	83	1	2	3	0.455	0.298	1.028039945
XS96W	"scythe,hive"	ai	a	long	9	6	2	3	0.455	0.298	1.028039945
YD48I	"scythe,hive"	ai	a	long	48	5	2	3	0.455	0.298	1.028039945
YK76J	"scythe,hive"	ai	a	long	49	5	2	3	0.455	0.298	1.028039945
YN47M	"scythe,hive"	ai	a	long	6	6	2	3	0.455	0.298	1.028039945
YU22I	"scythe,hive"	ai	a	long	37	6	2	3	0.455	0.298	1.028039945
ZZ5V	"scythe,hive"	ai	a	long	66	5	2	3	0.455	0.298	1.028039945
AM25Y	"plague,face"	ei	e	long	22	1	5	5	0.122	0.258	4.789907779
AR82M	"plague,face"	ei	e	long	39	2	5	5	0.122	0.258	4.789907779
AY9B	"plague,face"	ei	e	long	86	1	5	5	0.122	0.258	4.789907779
BA89W	"plague,face"	ei	e	long	61	3	5	5	0.122	0.258	4.789907779
BS90M	"plague,face"	ei	e	long	46	1	5	5	0.122	0.258	4.789907779
BU78I	"plague,face"	ei	e	long	78	2	5	5	0.122	0.258	4.789907779
BW95G	"plague,face"	ei	e	long	73	2	5	5	0.122	0.258	4.789907779
CK44O	"plague,face"	ei	e	long	96	2	5	5	0.122	0.258	4.789907779
CM34Z	"plague,face"	ei	e	long	82	3	5	5	0.122	0.258	4.789907779
DF61Q	"plague,face"	ei	e	long	51	2	5	5	0.122	0.258	4.789907779
DR17G	"plague,face"	ei	e	long	86	1	5	5	0.122	0.258	4.789907779
EK1N	"plague,face"	ei	e	long	22	2	5	5	0.122	0.258	4.789907779
ES29S	"plague,face"	ei	e	long	6	2	5	5	0.122	0.258	4.789907779
FJ83B	"plague,face"	ei	e	long	18	2	5	5	0.122	0.258	4.789907779
FU75W	"plague,face"	ei	e	long	6	3	5	5	0.122	0.258	4.789907779
FV16X	"plague,face"	ei	e	long	50	1	5	5	0.122	0.258	4.789907779
IF59C	"plague,face"	ei	e	long	72	1	5	5	0.122	0.258	4.789907779
JD94A	"plague,face"	ei	e	long	17	4	5	5	0.122	0.258	4.789907779
JE33O	"plague,face"	ei	e	long	87	1	5	5	0.122	0.258	4.789907779
JV42B	"plague,face"	ei	e	long	26	2	5	5	0.122	0.258	4.789907779
JY36H	"plague,face"	ei	e	long	17	1	5	5	0.122	0.258	4.789907779
KB4F	"plague,face"	ei	e	long	49	4	5	5	0.122	0.258	4.789907779
KI71L	"plague,face"	ei	e	long	18	1	5	5	0.122	0.258	4.789907779
KK92R	"plague,face"	ei	e	long	56	5	5	5	0.122	0.258	4.789907779
KQ37E	"plague,face"	ei	e	long	67	1	5	5	0.122	0.258	4.789907779
KQ52J	"plague,face"	ei	e	long	39	1	5	5	0.122	0.258	4.789907779
KR28H	"plague,face"	ei	e	long	43	4	5	5	0.122	0.258	4.789907779
KS15D	"plague,face"	ei	e	long	92	1	5	5	0.122	0.258	4.789907779
LC70W	"plague,face"	ei	e	long	62	1	5	5	0.122	0.258	4.789907779
LQ40Z	"plague,face"	ei	e	long	9	2	5	5	0.122	0.258	4.789907779
LT30W	"plague,face"	ei	e	long	83	2	5	5	0.122	0.258	4.789907779
LY2O	"plague,face"	ei	e	long	73	2	5	5	0.122	0.258	4.789907779
LY53Q	"plague,face"	ei	e	long	59	3	5	5	0.122	0.258	4.789907779
LZ43Z	"plague,face"	ei	e	long	51	1	5	5	0.122	0.258	4.789907779
MC41U	"plague,face"	ei	e	long	29	2	5	5	0.122	0.258	4.789907779
MO73Z	"plague,face"	ei	e	long	39	1	5	5	0.122	0.258	4.789907779
NX13O	"plague,face"	ei	e	long	78	3	5	5	0.122	0.258	4.789907779
NZ20B	"plague,face"	ei	e	long	39	5	5	5	0.122	0.258	4.789907779
OG60T	"plague,face"	ei	e	long	63	1	5	5	0.122	0.258	4.789907779
ON3K	"plague,face"	ei	e	long	46	1	5	5	0.122	0.258	4.789907779
ON74R	"plague,face"	ei	e	long	71	5	5	5	0.122	0.258	4.789907779
OQ69Y	"plague,face"	ei	e	long	6	3	5	5	0.122	0.258	4.789907779
OR11R	"plague,face"	ei	e	long	84	1	5	5	0.122	0.258	4.789907779
OS26T	"plague,face"	ei	e	long	53	1	5	5	0.122	0.258	4.789907779
PE14D	"plague,face"	ei	e	long	26	6	5	5	0.122	0.258	4.789907779
PQ27D	"plague,face"	ei	e	long	62	3	5	5	0.122	0.258	4.789907779
PW18G	"plague,face"	ei	e	long	22	2	5	5	0.122	0.258	4.789907779
PX84R	"plague,face"	ei	e	long	21	4	5	5	0.122	0.258	4.789907779
QR21P	"plague,face"	ei	e	long	33	4	5	5	0.122	0.258	4.789907779
QW31L	"plague,face"	ei	e	long	94	3	5	5	0.122	0.258	4.789907779
RB39H	"plague,face"	ei	e	long	90	1	5	5	0.122	0.258	4.789907779
RL68G	"plague,face"	ei	e	long	34	2	5	5	0.122	0.258	4.789907779
SG77E	"plague,face"	ei	e	long	35	4	5	5	0.122	0.258	4.789907779
SK19G	"plague,face"	ei	e	long	46	1	5	5	0.122	0.258	4.789907779
SK66K	"plague,face"	ei	e	long	61	1	5	5	0.122	0.258	4.789907779
SQ87Z	"plague,face"	ei	e	long	45	1	5	5	0.122	0.258	4.789907779
ST99W	"plague,face"	ei	e	long	19	1	5	5	0.122	0.258	4.789907779
TE72Y	"plague,face"	ei	e	long	86	1	5	5	0.122	0.258	4.789907779
TG10Q	"plague,face"	ei	e	long	39	2	5	5	0.122	0.258	4.789907779
TK67C	"plague,face"	ei	e	long	43	1	5	5	0.122	0.258	4.789907779
WT24N	"plague,face"	ei	e	long	62	1	5	5	0.122	0.258	4.789907779
XC35E	"plague,face"	ei	e	long	31	3	5	5	0.122	0.258	4.789907779
XG23P	"plague,face"	ei	e	long	51	1	5	5	0.122	0.258	4.789907779
XL12Q	"plague,face"	ei	e	long	20	2	5	5	0.122	0.258	4.789907779
XQ79R	"plague,face"	ei	e	long	83	1	5	5	0.122	0.258	4.789907779
XS38P	"plague,face"	ei	e	long	23	1	5	5	0.122	0.258	4.789907779
XS96W	"plague,face"	ei	e	long	50	1	5	5	0.122	0.258	4.789907779
YD48I	"plague,face"	ei	e	long	76	1	5	5	0.122	0.258	4.789907779
YK76J	"plague,face"	ei	e	long	22	3	5	5	0.122	0.258	4.789907779
YN47M	"plague,face"	ei	e	long	37	4	5	5	0.122	0.258	4.789907779
YU22I	"plague,face"	ei	e	long	13	5	5	5	0.122	0.258	4.789907779
ZZ5V	"plague,face"	ei	e	long	48	1	5	5	0.122	0.258	4.789907779
AM25Y	"ape,lathe"	ei	e	long	28	1	4	5	0.195	0.255	3.797466057
AR82M	"ape,lathe"	ei	e	long	78	6	4	5	0.195	0.255	3.797466057
AY9B	"ape,lathe"	ei	e	long	29	1	4	5	0.195	0.255	3.797466057
BA89W	"ape,lathe"	ei	e	long	74	5	4	5	0.195	0.255	3.797466057
BS90M	"ape,lathe"	ei	e	long	36	2	4	5	0.195	0.255	3.797466057
BU78I	"ape,lathe"	ei	e	long	38	6	4	5	0.195	0.255	3.797466057
BW95G	"ape,lathe"	ei	e	long	57	2	4	5	0.195	0.255	3.797466057
CK44O	"ape,lathe"	ei	e	long	43	2	4	5	0.195	0.255	3.797466057
CM34Z	"ape,lathe"	ei	e	long	47	5	4	5	0.195	0.255	3.797466057
DF61Q	"ape,lathe"	ei	e	long	17	3	4	5	0.195	0.255	3.797466057
DR17G	"ape,lathe"	ei	e	long	38	4	4	5	0.195	0.255	3.797466057
EK1N	"ape,lathe"	ei	e	long	15	2	4	5	0.195	0.255	3.797466057
ES29S	"ape,lathe"	ei	e	long	74	6	4	5	0.195	0.255	3.797466057
FJ83B	"ape,lathe"	ei	e	long	36	1	4	5	0.195	0.255	3.797466057
FU75W	"ape,lathe"	ei	e	long	46	4	4	5	0.195	0.255	3.797466057
FV16X	"ape,lathe"	ei	e	long	73	1	4	5	0.195	0.255	3.797466057
IF59C	"ape,lathe"	ei	e	long	53	4	4	5	0.195	0.255	3.797466057
JD94A	"ape,lathe"	ei	e	long	76	2	4	5	0.195	0.255	3.797466057
JE33O	"ape,lathe"	ei	e	long	49	1	4	5	0.195	0.255	3.797466057
JV42B	"ape,lathe"	ei	e	long	70	2	4	5	0.195	0.255	3.797466057
JY36H	"ape,lathe"	ei	e	long	24	2	4	5	0.195	0.255	3.797466057
KB4F	"ape,lathe"	ei	e	long	23	4	4	5	0.195	0.255	3.797466057
KI71L	"ape,lathe"	ei	e	long	38	3	4	5	0.195	0.255	3.797466057
KK92R	"ape,lathe"	ei	e	long	43	7	4	5	0.195	0.255	3.797466057
KQ37E	"ape,lathe"	ei	e	long	66	2	4	5	0.195	0.255	3.797466057
KQ52J	"ape,lathe"	ei	e	long	91	1	4	5	0.195	0.255	3.797466057
KR28H	"ape,lathe"	ei	e	long	19	5	4	5	0.195	0.255	3.797466057
KS15D	"ape,lathe"	ei	e	long	77	1	4	5	0.195	0.255	3.797466057
LC70W	"ape,lathe"	ei	e	long	73	1	4	5	0.195	0.255	3.797466057
LQ40Z	"ape,lathe"	ei	e	long	51	3	4	5	0.195	0.255	3.797466057
LT30W	"ape,lathe"	ei	e	long	70	2	4	5	0.195	0.255	3.797466057
LY2O	"ape,lathe"	ei	e	long	60	1	4	5	0.195	0.255	3.797466057
LY53Q	"ape,lathe"	ei	e	long	19	3	4	5	0.195	0.255	3.797466057
LZ43Z	"ape,lathe"	ei	e	long	31	2	4	5	0.195	0.255	3.797466057
MC41U	"ape,lathe"	ei	e	long	9	2	4	5	0.195	0.255	3.797466057
MO73Z	"ape,lathe"	ei	e	long	62	5	4	5	0.195	0.255	3.797466057
NX13O	"ape,lathe"	ei	e	long	57	1	4	5	0.195	0.255	3.797466057
NZ20B	"ape,lathe"	ei	e	long	82	6	4	5	0.195	0.255	3.797466057
OG60T	"ape,lathe"	ei	e	long	68	1	4	5	0.195	0.255	3.797466057
ON3K	"ape,lathe"	ei	e	long	91	1	4	5	0.195	0.255	3.797466057
ON74R	"ape,lathe"	ei	e	long	51	4	4	5	0.195	0.255	3.797466057
OQ69Y	"ape,lathe"	ei	e	long	35	3	4	5	0.195	0.255	3.797466057
OR11R	"ape,lathe"	ei	e	long	95	4	4	5	0.195	0.255	3.797466057
OS26T	"ape,lathe"	ei	e	long	83	1	4	5	0.195	0.255	3.797466057
PE14D	"ape,lathe"	ei	e	long	53	6	4	5	0.195	0.255	3.797466057
PQ27D	"ape,lathe"	ei	e	long	68	2	4	5	0.195	0.255	3.797466057
PW18G	"ape,lathe"	ei	e	long	75	2	4	5	0.195	0.255	3.797466057
PX84R	"ape,lathe"	ei	e	long	77	5	4	5	0.195	0.255	3.797466057
QR21P	"ape,lathe"	ei	e	long	60	6	4	5	0.195	0.255	3.797466057
QW31L	"ape,lathe"	ei	e	long	87	3	4	5	0.195	0.255	3.797466057
RB39H	"ape,lathe"	ei	e	long	7	1	4	5	0.195	0.255	3.797466057
RL68G	"ape,lathe"	ei	e	long	18	2	4	5	0.195	0.255	3.797466057
SG77E	"ape,lathe"	ei	e	long	85	1	4	5	0.195	0.255	3.797466057
SK19G	"ape,lathe"	ei	e	long	19	2	4	5	0.195	0.255	3.797466057
SK66K	"ape,lathe"	ei	e	long	8	2	4	5	0.195	0.255	3.797466057
SQ87Z	"ape,lathe"	ei	e	long	12	1	4	5	0.195	0.255	3.797466057
ST99W	"ape,lathe"	ei	e	long	39	1	4	5	0.195	0.255	3.797466057
TE72Y	"ape,lathe"	ei	e	long	42	4	4	5	0.195	0.255	3.797466057
TG10Q	"ape,lathe"	ei	e	long	44	2	4	5	0.195	0.255	3.797466057
TK67C	"ape,lathe"	ei	e	long	76	3	4	5	0.195	0.255	3.797466057
WT24N	"ape,lathe"	ei	e	long	79	2	4	5	0.195	0.255	3.797466057
XC35E	"ape,lathe"	ei	e	long	23	5	4	5	0.195	0.255	3.797466057
XG23P	"ape,lathe"	ei	e	long	66	3	4	5	0.195	0.255	3.797466057
XL12Q	"ape,lathe"	ei	e	long	65	4	4	5	0.195	0.255	3.797466057
XQ79R	"ape,lathe"	ei	e	long	64	1	4	5	0.195	0.255	3.797466057
XS38P	"ape,lathe"	ei	e	long	47	1	4	5	0.195	0.255	3.797466057
XS96W	"ape,lathe"	ei	e	long	65	2	4	5	0.195	0.255	3.797466057
YD48I	"ape,lathe"	ei	e	long	74	4	4	5	0.195	0.255	3.797466057
YK76J	"ape,lathe"	ei	e	long	39	5	4	5	0.195	0.255	3.797466057
YN47M	"ape,lathe"	ei	e	long	20	4	4	5	0.195	0.255	3.797466057
YU22I	"ape,lathe"	ei	e	long	15	5	4	5	0.195	0.255	3.797466057
ZZ5V	"ape,lathe"	ei	e	long	8	4	4	5	0.195	0.255	3.797466057
AM25Y	"cape,grave"	ei	e	long	42	1	2	4	0.364	0.283	5.149240681
AR82M	"cape,grave"	ei	e	long	61	2	2	4	0.364	0.283	5.149240681
AY9B	"cape,grave"	ei	e	long	84	3	2	4	0.364	0.283	5.149240681
BA89W	"cape,grave"	ei	e	long	35	3	2	4	0.364	0.283	5.149240681
BS90M	"cape,grave"	ei	e	long	63	1	2	4	0.364	0.283	5.149240681
BU78I	"cape,grave"	ei	e	long	82	3	2	4	0.364	0.283	5.149240681
BW95G	"cape,grave"	ei	e	long	36	2	2	4	0.364	0.283	5.149240681
CK44O	"cape,grave"	ei	e	long	81	2	2	4	0.364	0.283	5.149240681
CM34Z	"cape,grave"	ei	e	long	23	1	2	4	0.364	0.283	5.149240681
DF61Q	"cape,grave"	ei	e	long	45	2	2	4	0.364	0.283	5.149240681
DR17G	"cape,grave"	ei	e	long	66	4	2	4	0.364	0.283	5.149240681
EK1N	"cape,grave"	ei	e	long	88	4	2	4	0.364	0.283	5.149240681
ES29S	"cape,grave"	ei	e	long	83	2	2	4	0.364	0.283	5.149240681
FJ83B	"cape,grave"	ei	e	long	45	5	2	4	0.364	0.283	5.149240681
FU75W	"cape,grave"	ei	e	long	69	4	2	4	0.364	0.283	5.149240681
FV16X	"cape,grave"	ei	e	long	7	1	2	4	0.364	0.283	5.149240681
IF59C	"cape,grave"	ei	e	long	23	3	2	4	0.364	0.283	5.149240681
JD94A	"cape,grave"	ei	e	long	85	5	2	4	0.364	0.283	5.149240681
JE33O	"cape,grave"	ei	e	long	29	5	2	4	0.364	0.283	5.149240681
JV42B	"cape,grave"	ei	e	long	18	2	2	4	0.364	0.283	5.149240681
